rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
PPMI_3404_MR_MPRAGE_SAG_br	844.0	669.0	1936.0	1434.0	303.0	3076.0	4686.0	2616.0	699.0	5037.0	2310.0	2749.0	1623.0	3127.0	603.0	1490.0	1273.0	678.0	1421.0	1462.0	3930.0	845.0	4414.0	3595.0	550.0	5150.0	5880.0	4805.0	3359.0	3089.0	275.0	410.0	297.0	2417.0	77034.6	1024370.0	1367522.92418
PPMI_3405_MR_SAG_T1_3D	815.0	568.0	2037.0	1222.0	324.0	2316.0	4267.0	2784.0	621.0	4397.0	2136.0	2361.0	1727.0	3259.0	517.0	1309.0	1262.0	667.0	1192.0	1192.0	3240.0	796.0	4205.0	2880.0	477.0	4764.0	5546.0	3689.0	3357.0	3285.0	198.0	344.0	266.0	2040.0	70042.7	919821.0	1336095.49573
PPMI_3410_MR_SAG_T1_3D	999.0	588.0	2427.0	1580.0	466.0	3211.0	4944.0	3782.0	917.0	5562.0	2997.0	3020.0	1956.0	4056.0	658.0	1964.0	1724.0	849.0	1482.0	1269.0	4016.0	973.0	5353.0	3742.0	609.0	6654.0	7005.0	5894.0	3763.0	3797.0	310.0	471.0	325.0	2030.0	89394.3	1097682.0	1533572.66831
PPMI_3411_MR_SAG_T1_3D	1021.0	546.0	2795.0	1452.0	500.0	2923.0	5362.0	3873.0	926.0	4947.0	2680.0	3073.0	2167.0	3752.0	655.0	1637.0	1405.0	853.0	1494.0	1416.0	4207.0	1216.0	5502.0	3909.0	660.0	6109.0	8537.0	5575.0	3737.0	3397.0	341.0	450.0	353.0	2435.0	89898.7	1311484.0	1773709.19045
PPMI_3414_MR_SAG_T1_3D	1030.0	736.0	1904.0	1440.0	380.0	3177.0	5039.0	3452.0	930.0	5242.0	2473.0	3361.0	2358.0	4018.0	593.0	1422.0	1180.0	782.0	1339.0	1314.0	3840.0	1026.0	4799.0	3573.0	504.0	5961.0	7314.0	5122.0	4419.0	4151.0	301.0	525.0	389.0	2213.0	86294.2	1217138.0	1538695.97725
PPMI_3424_MR_SAG_T1_3D	809.0	778.0	1788.0	1494.0	407.0	2966.0	4765.0	2797.0	810.0	5244.0	2570.0	3360.0	1847.0	3301.0	598.0	1382.0	1366.0	618.0	1580.0	1521.0	4176.0	1043.0	4884.0	3363.0	653.0	6412.0	6337.0	4553.0	3654.0	3038.0	307.0	397.0	409.0	2057.0	81256.1	1064727.0	1467015.29607
PPMI_3428_MR_SAG_T1_3D	1048.0	863.0	1904.0	1789.0	425.0	2770.0	4986.0	2841.0	751.0	5197.0	2580.0	3481.0	1866.0	3406.0	571.0	1497.0	1316.0	941.0	1555.0	1676.0	4300.0	862.0	4490.0	3808.0	705.0	6637.0	6889.0	4854.0	3908.0	3631.0	312.0	372.0	340.0	2573.0	85136.9	1111099.0	1502169.48906
PPMI_3619_MR_SAG_SPGR_3D	896.0	541.0	2025.0	1435.0	433.0	2841.0	4753.0	3502.0	729.0	4414.0	2471.0	3215.0	1864.0	3549.0	744.0	1863.0	1306.0	854.0	1552.0	1533.0	3674.0	994.0	5331.0	3313.0	540.0	5498.0	6897.0	4811.0	3176.0	2840.0	324.0	435.0	275.0	1936.0	80560.9	1148761.0	1495256.09385
PPMI_3651_MR_SAG_T1_3DMPRAGE	904.0	733.0	1912.0	1688.0	307.0	2835.0	5132.0	2812.0	858.0	5405.0	2520.0	2747.0	1981.0	3536.0	666.0	1972.0	1237.0	694.0	1552.0	1368.0	3808.0	1256.0	4475.0	3810.0	527.0	6158.0	7649.0	4904.0	4045.0	3698.0	361.0	430.0	310.0	2587.0	84877.5	1131086.0	1702836.1931
PPMI_3658_MR_SAG_T1_3DMPRAGE	800.0	1278.0	2909.0	1702.0	374.0	3082.0	4560.0	3184.0	835.0	5373.0	2758.0	3036.0	2231.0	3559.0	680.0	1683.0	1283.0	894.0	1529.0	1559.0	4215.0	1490.0	5323.0	3970.0	678.0	5948.0	6726.0	6568.0	4165.0	3595.0	304.0	525.0	299.0	2326.0	89438.0	1154312.0	1706330.68905
PPMI_3662_MR_SAG_T1_3DMPRAGE	1031.0	916.0	2468.0	1787.0	552.0	3422.0	4969.0	3955.0	1037.0	5738.0	2807.0	3177.0	2159.0	3730.0	707.0	1770.0	1284.0	916.0	1397.0	1616.0	3913.0	1354.0	6102.0	3985.0	750.0	6018.0	7810.0	5449.0	4028.0	4079.0	259.0	611.0	373.0	2795.0	92946.4	1208763.0	1729262.90278
PPMI_3668_MR_SAG_T1_3DMPRAGE	739.0	661.0	1500.0	1482.0	392.0	2899.0	5152.0	2976.0	977.0	4786.0	2603.0	3264.0	1986.0	3182.0	635.0	1356.0	1339.0	809.0	1544.0	1637.0	3527.0	951.0	4893.0	4116.0	514.0	5001.0	5590.0	5078.0	3409.0	3014.0	332.0	493.0	308.0	2558.0	79693.2	1057935.0	1570853.41905
PPMI_3950_MR_FSPGR_3D_SAG	1015.0	718.0	2343.0	1224.0	458.0	2957.0	4476.0	3426.0	800.0	3997.0	2322.0	2481.0	1650.0	3655.0	604.0	1329.0	1139.0	632.0	1295.0	1111.0	4039.0	975.0	4759.0	3675.0	677.0	4770.0	6236.0	5232.0	3573.0	3355.0	318.0	556.0	252.0	1911.0	77962.9	1040323.0	1367089.00209
PPMI_3952_MR_FSPGR_3D_SAG	876.0	704.0	2597.0	1635.0	424.0	2900.0	4792.0	3239.0	998.0	4597.0	3025.0	3500.0	2008.0	3398.0	678.0	1642.0	1265.0	651.0	1389.0	1970.0	4406.0	1295.0	5107.0	4256.0	595.0	5809.0	7000.0	6523.0	3869.0	3729.0	318.0	595.0	319.0	3171.0	89272.2	1160800.0	1546410.10751
PPMI_3955_MR_FSPGR_3D_SAG	741.0	801.0	2592.0	1588.0	592.0	3622.0	6395.0	4076.0	1075.0	5714.0	3032.0	3034.0	2422.0	3992.0	709.0	1605.0	1398.0	877.0	1789.0	1113.0	4551.0	1065.0	5561.0	3899.0	712.0	6172.0	7355.0	6129.0	3530.0	3882.0	332.0	546.0	373.0	2377.0	93630.1	1348950.0	1748298.58376
PPMI_3959_MR_FSPGR_3D_SAG	704.0	713.0	2170.0	1602.0	341.0	3121.0	6110.0	2920.0	900.0	4571.0	2652.0	2708.0	2038.0	3409.0	605.0	1744.0	1300.0	852.0	1414.0	1425.0	3872.0	1292.0	5273.0	3633.0	725.0	5670.0	7738.0	5559.0	3743.0	3334.0	335.0	467.0	345.0	2148.0	85433.1	1113897.0	1559252.25041
PPMI_3965_MR_FSPGR_3D_SAG	732.0	528.0	1557.0	1232.0	454.0	2651.0	4486.0	3031.0	810.0	3999.0	1945.0	2684.0	1716.0	2936.0	612.0	1276.0	999.0	693.0	1044.0	1184.0	3592.0	952.0	4293.0	2993.0	473.0	3728.0	5564.0	4186.0	3041.0	3330.0	333.0	496.0	289.0	2224.0	69847.6	939461.0	1443721.58955
PPMI_3966_MR_FSPGR_3D_SAG	929.0	602.0	2420.0	1981.0	444.0	3437.0	7043.0	3066.0	1108.0	6624.0	2634.0	3598.0	2258.0	3757.0	776.0	1532.0	1526.0	838.0	1846.0	1881.0	4243.0	1115.0	5456.0	3746.0	468.0	6885.0	7623.0	5488.0	4053.0	3144.0	347.0	547.0	352.0	2396.0	94156.1	1276197.0	1614222.94971
PPMI_3967_MR_FSPGR_3D_SAG	877.0	606.0	1983.0	1598.0	519.0	3117.0	6237.0	3510.0	995.0	5883.0	2831.0	2753.0	2183.0	3877.0	591.0	1712.0	1147.0	894.0	1388.0	1198.0	4532.0	1255.0	4487.0	3734.0	555.0	6459.0	7911.0	5466.0	3612.0	4327.0	428.0	551.0	316.0	2014.0	89547.2	1184032.0	1506419.47569
