lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
PPMI_3301_MR_MPRAGE_GRAPPA_	1032.0	615.0	2596.0	2021.0	356.0	3123.0	4255.0	4025.0	1024.0	5832.0	2807.0	3379.0	2076.0	3580.0	642.0	1484.0	1589.0	661.0	1236.0	1760.0	4318.0	1189.0	5690.0	3613.0	609.0	5789.0	7355.0	4836.0	4127.0	4435.0	289.0	437.0	562.0	2032.0	89368.9	1142703.0	1572269.53811
PPMI_3310_MR_MPRAGE_GRAPPA_	822.0	680.0	2038.0	1178.0	615.0	2634.0	3125.0	3087.0	772.0	3915.0	2263.0	2162.0	1640.0	2753.0	691.0	1345.0	1429.0	565.0	1084.0	1012.0	3760.0	1094.0	4506.0	3523.0	965.0	4576.0	6631.0	4971.0	3484.0	3412.0	222.0	441.0	383.0	2093.0	73840.2	948041.0	1380180.97497
PPMI_3316_MR_MPRAGE_GRAPPA_	1299.0	611.0	2343.0	1277.0	521.0	3002.0	4329.0	3233.0	1174.0	4431.0	2990.0	3136.0	1883.0	3026.0	656.0	1296.0	1490.0	670.0	1336.0	1337.0	4062.0	1298.0	5298.0	3434.0	1029.0	5749.0	7873.0	4573.0	3778.0	4063.0	268.0	505.0	445.0	2454.0	84866.3	1118934.0	1591620.12658
PPMI_3318_MR_MPRAGE_GRAPPA_	1002.0	594.0	1517.0	948.0	363.0	2836.0	3959.0	2864.0	888.0	4805.0	2325.0	2699.0	1715.0	2874.0	585.0	1042.0	1262.0	546.0	1059.0	945.0	3647.0	1050.0	4667.0	3074.0	737.0	4049.0	6737.0	4210.0	3819.0	3225.0	268.0	404.0	427.0	2382.0	73515.2	970868.0	1457614.87476
PPMI_3320_MR_MPRAGE_GRAPPA_	721.0	600.0	2134.0	1498.0	478.0	2978.0	4358.0	3730.0	1010.0	4373.0	2503.0	3113.0	2180.0	3290.0	576.0	1487.0	1615.0	738.0	1441.0	1381.0	4842.0	1209.0	5571.0	3265.0	753.0	5960.0	6898.0	4379.0	3965.0	3934.0	229.0	479.0	488.0	2354.0	84521.3	1066404.0	1484363.72393
PPMI_3350_MR_MPRAGE_GRAPPA_	1038.0	916.0	2846.0	1510.0	381.0	3756.0	4924.0	4080.0	966.0	5455.0	2920.0	2871.0	2152.0	3674.0	604.0	1611.0	1531.0	635.0	1323.0	1372.0	4188.0	1369.0	5674.0	3813.0	1093.0	6527.0	7979.0	5212.0	4000.0	3836.0	233.0	525.0	421.0	2372.0	91800.9	1133104.0	1634947.71941
PPMI_3351_MR_MPRAGE_GRAPPA_	941.0	618.0	2227.0	1424.0	410.0	3054.0	5060.0	2714.0	1075.0	5093.0	2869.0	3115.0	1979.0	2798.0	626.0	1482.0	1689.0	740.0	1106.0	1357.0	4241.0	1161.0	5029.0	3871.0	916.0	4986.0	7018.0	5484.0	3003.0	3141.0	230.0	558.0	343.0	2102.0	82452.6	945005.0	1587559.94688
PPMI_3353_MR_MPRAGE_GRAPPA_	873.0	378.0	1763.0	1299.0	456.0	2892.0	4129.0	3265.0	887.0	4169.0	2329.0	2631.0	1777.0	2822.0	685.0	1158.0	1278.0	641.0	1050.0	1322.0	3681.0	883.0	4534.0	3218.0	490.0	5002.0	7018.0	4897.0	3356.0	3083.0	253.0	430.0	372.0	2131.0	75143.3	1084989.0	1447226.86113
PPMI_3355_MR_MPRAGE_GRAPPA_	1062.0	583.0	2124.0	1603.0	518.0	2682.0	4300.0	2996.0	974.0	4850.0	2473.0	3235.0	1703.0	3174.0	645.0	1306.0	1393.0	632.0	1287.0	1729.0	4016.0	1166.0	4775.0	3448.0	652.0	5932.0	7108.0	6065.0	4611.0	4084.0	290.0	550.0	477.0	2335.0	84774.7	1133792.0	1442994.0554
PPMI_3357_MR_MPRAGE_GRAPPA_	1061.0	608.0	2641.0	1353.0	505.0	2908.0	4481.0	3575.0	1188.0	4980.0	2996.0	3016.0	2316.0	3365.0	740.0	1429.0	1385.0	793.0	1254.0	1220.0	4312.0	1175.0	5669.0	3977.0	631.0	6043.0	8452.0	5050.0	4576.0	3972.0	251.0	517.0	497.0	2487.0	89421.2	1159118.0	1656902.57819
PPMI_3358_MR_MPRAGE_GRAPPA_	1114.0	693.0	3148.0	1533.0	678.0	3205.0	4771.0	3359.0	1097.0	4603.0	2743.0	3289.0	2018.0	3496.0	855.0	1781.0	1539.0	630.0	1114.0	1405.0	5077.0	1275.0	6092.0	4203.0	1031.0	6034.0	8808.0	5991.0	4707.0	5200.0	278.0	512.0	564.0	2834.0	95672.0	1240402.0	1693695.02234
PPMI_3361_MR_MPRAGE_T1_SAG	1118.0	820.0	2314.0	1551.0	526.0	3123.0	5549.0	3791.0	1246.0	4956.0	2588.0	2932.0	1720.0	3904.0	629.0	1456.0	1627.0	674.0	1294.0	1303.0	4597.0	1209.0	4734.0	4411.0	992.0	5927.0	7552.0	5655.0	4037.0	5048.0	292.0	470.0	423.0	2850.0	91305.0	1158178.0	1546495.86431
PPMI_3362_MR_MPRAGE_T1_SAG	804.0	562.0	2196.0	1598.0	364.0	2876.0	4551.0	3345.0	924.0	5067.0	2801.0	3233.0	1708.0	3347.0	653.0	1397.0	1500.0	643.0	1431.0	1634.0	4073.0	1072.0	4857.0	3385.0	710.0	5078.0	6609.0	4896.0	3604.0	3249.0	218.0	405.0	379.0	2344.0	81506.4	1069893.0	1281876.00744
PPMI_3368_MR_MPRAGE_T1_SAG	1018.0	480.0	2329.0	1517.0	532.0	3247.0	4412.0	3445.0	1235.0	5168.0	2602.0	3110.0	1987.0	3157.0	834.0	1360.0	1361.0	625.0	1089.0	1426.0	4227.0	1151.0	4703.0	4134.0	870.0	6063.0	7265.0	5242.0	3881.0	4060.0	280.0	478.0	438.0	2474.0	86198.6	1117472.0	1350579.53518
PPMI_3369_MR_MPRAGE_T1_SAG	804.0	603.0	2185.0	1313.0	425.0	2947.0	3837.0	2821.0	1209.0	4859.0	2291.0	3057.0	1538.0	2604.0	773.0	1014.0	1579.0	687.0	1544.0	1608.0	3874.0	1035.0	4854.0	3900.0	835.0	5987.0	6298.0	4684.0	3973.0	3527.0	293.0	552.0	504.0	2481.0	80489.3	1070955.0	1332959.99369
PPMI_3370_MR_MPRAGE_T1_SAG	885.0	990.0	2416.0	1740.0	616.0	3579.0	3664.0	3851.0	967.0	5038.0	2949.0	3618.0	2230.0	3190.0	812.0	1664.0	1428.0	792.0	1505.0	1624.0	4347.0	1665.0	5475.0	4285.0	1033.0	6881.0	8182.0	6143.0	4163.0	4025.0	251.0	599.0	466.0	2585.0	93648.6	1317136.0	1671851.72872
PPMI_3389_MR_MPRAGE_GRAPPA_	987.0	769.0	1773.0	1487.0	408.0	3094.0	4976.0	3044.0	1035.0	5277.0	2567.0	2941.0	1998.0	3059.0	642.0	1338.0	1459.0	621.0	1431.0	1166.0	3995.0	1289.0	4594.0	3802.0	1056.0	5904.0	7294.0	5761.0	3780.0	3982.0	254.0	436.0	409.0	2535.0	85152.9	1045502.0	1504390.079
PPMI_3390_MR_MPRAGE_GRAPPA_	778.0	579.0	1802.0	1690.0	377.0	3319.0	3966.0	3295.0	821.0	5503.0	2683.0	3125.0	1629.0	2616.0	687.0	1428.0	1477.0	681.0	1237.0	1787.0	3761.0	1143.0	5081.0	3657.0	766.0	4897.0	7149.0	5687.0	4023.0	3391.0	193.0	450.0	507.0	2739.0	82913.6	1070257.0	1393405.9966
