lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
PPMI_3541_MR_MPRAGEadni_br_raw	2545.0	1909.0	7351.0	3699.0	2356.0	10368.0	13721.0	13446.0	3803.0	14575.0	8822.0	8958.0	5467.0	11774.0	2739.0	4503.0	4798.0	2639.0	4205.0	2922.0	11260.0	3452.0	13848.0	11312.0	3496.0	14833.0	24332.0	14928.0	11264.0	9584.0	835.0	2599.0	1236.0	7696.0	1348008.0	1825999.90954
PPMI_3551_MR_MPRAGE_GRAPPA_	2210.0	1117.0	7521.0	2960.0	2079.0	10200.0	10024.0	10136.0	2362.0	12251.0	7402.0	6394.0	5299.0	10604.0	2581.0	3693.0	4535.0	2048.0	3574.0	1904.0	10159.0	2298.0	13769.0	8699.0	2691.0	15267.0	20894.0	10020.0	12525.0	9432.0	781.0	3125.0	1023.0	7342.0	1109117.0	1588618.33438
PPMI_3554_MR_MPRAGE_GRAPPA_	2270.0	1432.0	5782.0	2299.0	1941.0	9376.0	12514.0	10006.0	2441.0	12791.0	6702.0	5198.0	5440.0	8390.0	2540.0	3557.0	3663.0	1760.0	3144.0	1546.0	9510.0	2705.0	12335.0	9563.0	2547.0	12819.0	21777.0	11777.0	11393.0	10090.0	788.0	2191.0	1256.0	7244.0	1091053.0	1590221.25315
PPMI_3555_MR_MPRAGE_GRAPPA_	3166.0	2313.0	7422.0	3899.0	2004.0	11484.0	14950.0	14520.0	2894.0	18481.0	10270.0	8501.0	6911.0	14822.0	2043.0	3811.0	7492.0	2546.0	5109.0	2874.0	11449.0	4333.0	16995.0	11983.0	3979.0	18174.0	26389.0	16465.0	14534.0	13117.0	1063.0	2413.0	1520.0	9291.0	1426171.0	1899452.03295
PPMI_3563_MR_MPRAGE_GRAPPA_	2535.0	1043.0	8994.0	3248.0	2289.0	10498.0	12504.0	11722.0	2592.0	13943.0	8365.0	6237.0	6416.0	10740.0	2039.0	3622.0	4444.0	2499.0	2709.0	2598.0	9757.0	3118.0	15518.0	9738.0	3369.0	16478.0	27547.0	14222.0	13787.0	10261.0	1157.0	2532.0	995.0	7629.0	1162870.0	1675445.76666
PPMI_3565_MR_MPRAGE_GRAPPA_	2491.0	2111.0	6440.0	3589.0	1928.0	10485.0	11369.0	11799.0	3117.0	14824.0	8207.0	7558.0	5456.0	14674.0	2042.0	3752.0	4213.0	2706.0	3210.0	2890.0	10006.0	3039.0	14153.0	10137.0	3338.0	16649.0	24410.0	12869.0	12338.0	12316.0	1135.0	2242.0	906.0	7820.0	1267194.0	1799833.27334
PPMI_3569_MR_MPRAGE_GRAPPA_	2045.0	2019.0	5290.0	2462.0	1862.0	9726.0	11247.0	8888.0	2510.0	10724.0	6480.0	6632.0	4718.0	8846.0	2028.0	3595.0	3845.0	1837.0	3124.0	1753.0	9895.0	2978.0	10708.0	8994.0	2734.0	13928.0	18417.0	12498.0	10670.0	9130.0	780.0	1844.0	1001.0	6673.0	1025566.0	1393666.35787
PPMI_3570_MR_MPRAGE_GRAPPA_	2610.0	2411.0	6289.0	4682.0	2549.0	11203.0	13201.0	12708.0	3270.0	16163.0	9104.0	11178.0	5348.0	12168.0	2404.0	3905.0	5266.0	2697.0	4119.0	3629.0	11693.0	3967.0	17131.0	12117.0	3423.0	17911.0	25775.0	15473.0	12441.0	13226.0	1066.0	2793.0	1450.0	8473.0	1327604.0	1960578.77585
PPMI_3571_MR_MPRAGE_GRAPPA_	3037.0	2056.0	5754.0	3521.0	2655.0	10174.0	12617.0	14427.0	3720.0	12890.0	8488.0	8351.0	6059.0	13999.0	2341.0	3852.0	5845.0	1972.0	4503.0	2720.0	8700.0	3713.0	13955.0	9406.0	3237.0	15210.0	22082.0	12891.0	15007.0	14080.0	1051.0	2550.0	1622.0	7799.0	1292374.0	1804793.45372
PPMI_3572_MR_MPRAGE_GRAPPA_	2146.0	2014.0	4886.0	2760.0	2012.0	9961.0	9174.0	8757.0	2156.0	10709.0	7570.0	6300.0	4932.0	8973.0	1916.0	3372.0	4372.0	2240.0	3892.0	1626.0	8501.0	3252.0	12139.0	8956.0	2738.0	12428.0	21001.0	10893.0	12862.0	9961.0	886.0	2501.0	1276.0	6789.0	1008714.0	1323411.34991
PPMI_3600_MR_SAG_T1_3D	2117.0	1528.0	6525.0	3142.0	1912.0	9263.0	13656.0	13282.0	3039.0	13156.0	6862.0	6577.0	5064.0	9510.0	1701.0	2826.0	3997.0	2321.0	3753.0	2022.0	8279.0	3375.0	13244.0	8419.0	1955.0	15649.0	23709.0	11227.0	13050.0	10158.0	1169.0	2667.0	1052.0	7281.0	1142085.0	1474467.61131
PPMI_3610_MR_SAG_T1_3D	3556.0	2145.0	7343.0	2950.0	2453.0	11441.0	12916.0	11781.0	2867.0	11634.0	8746.0	6164.0	5462.0	13374.0	2903.0	3557.0	4542.0	2821.0	3842.0	1893.0	10403.0	3414.0	13126.0	9797.0	3109.0	16399.0	23289.0	12714.0	13903.0	11571.0	1015.0	2373.0	1253.0	7289.0	1167892.0	1579364.1832
PPMI_3611_MR_SAG_T1_3D	2315.0	1426.0	8446.0	3394.0	2253.0	9140.0	13036.0	12369.0	2887.0	13657.0	8653.0	8861.0	5829.0	11751.0	1940.0	4012.0	5550.0	2510.0	4393.0	2490.0	9251.0	2919.0	14363.0	11335.0	2915.0	17054.0	23435.0	15718.0	12198.0	13059.0	1221.0	2525.0	1050.0	7793.0	1202321.0	1581536.14909
PPMI_3613_MR_SAG_T1_3D	2463.0	1382.0	6366.0	2782.0	1908.0	8382.0	12661.0	10929.0	2349.0	11468.0	7835.0	6046.0	4674.0	11417.0	1921.0	3638.0	4681.0	2237.0	3521.0	1887.0	10191.0	2616.0	14203.0	7668.0	2251.0	13780.0	21165.0	11565.0	12809.0	11696.0	926.0	2566.0	1124.0	6824.0	1146087.0	1509148.08569
PPMI_3614_MR_SAG_T1_3D	1850.0	1230.0	4806.0	3228.0	3443.0	8127.0	9659.0	11668.0	2935.0	12098.0	7086.0	7913.0	4656.0	9521.0	2252.0	3117.0	4172.0	2194.0	3270.0	2498.0	7746.0	2540.0	12287.0	8225.0	2321.0	12099.0	18449.0	11262.0	10287.0	8992.0	876.0	2423.0	935.0	6371.0	1075661.0	1466603.47211
PPMI_3615_MR_SAG_T1_3D	2683.0	1558.0	8135.0	3598.0	2418.0	13356.0	12497.0	11521.0	3404.0	14741.0	8331.0	8952.0	6027.0	13479.0	2283.0	4470.0	6007.0	2935.0	5788.0	2297.0	10593.0	3829.0	16173.0	13853.0	4396.0	20500.0	26502.0	19074.0	16868.0	13295.0	1366.0	3979.0	1437.0	9561.0	1344510.0	1811209.39455
PPMI_3620_MR_SAG_T1_3D	2720.0	2220.0	5213.0	3133.0	2611.0	10866.0	13182.0	10917.0	2708.0	12122.0	7787.0	6233.0	5098.0	11146.0	2123.0	3251.0	4055.0	2126.0	3470.0	2210.0	9846.0	3063.0	12055.0	10529.0	2968.0	14572.0	21652.0	15243.0	13852.0	11748.0	1080.0	3072.0	1027.0	7153.0	1127888.0	1567552.47491
PPMI_3624_MR_SAG_T1_3D	1649.0	1841.0	6227.0	3309.0	2945.0	9471.0	16561.0	13779.0	2372.0	13207.0	7476.0	6494.0	5554.0	11717.0	1843.0	3968.0	3656.0	2187.0	3295.0	1934.0	10648.0	2991.0	14277.0	9130.0	2636.0	14610.0	23153.0	13257.0	10926.0	11336.0	1149.0	2216.0	1101.0	6769.0	1249764.0	1710230.18307
PPMI_3627_MR_SAG_T1_3D	3352.0	1765.0	5102.0	3329.0	2359.0	11532.0	11828.0	12600.0	3572.0	12273.0	9567.0	7940.0	5752.0	12569.0	1840.0	2847.0	4242.0	3363.0	3822.0	2168.0	10344.0	2903.0	14233.0	10806.0	2428.0	18480.0	23097.0	12151.0	13368.0	12897.0	1033.0	2597.0	1231.0	7926.0	1281133.0	1719083.96892
