rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
PPMI_3541_MR_MPRAGEadni_br_raw	1136.0	1298.0	2577.0	2226.0	612.0	3908.0	5863.0	4489.0	1236.0	7127.0	3440.0	4590.0	2503.0	4704.0	779.0	1881.0	1961.0	1113.0	2481.0	2729.0	5299.0	1458.0	5453.0	5363.0	793.0	8156.0	8638.0	7213.0	4323.0	4195.0	354.0	601.0	384.0	3050.0	111932.0	1348008.0	1825999.90954
PPMI_3551_MR_MPRAGE_GRAPPA_	939.0	948.0	2594.0	1440.0	427.0	3159.0	6590.0	3532.0	810.0	4927.0	2895.0	2770.0	2087.0	3698.0	630.0	1622.0	1281.0	905.0	1600.0	1330.0	4178.0	1177.0	5286.0	3881.0	814.0	6557.0	7164.0	5185.0	3785.0	3399.0	285.0	552.0	320.0	2695.0	89346.3	1109117.0	1588618.33438
PPMI_3554_MR_MPRAGE_GRAPPA_	899.0	789.0	2134.0	1331.0	398.0	2937.0	5850.0	2945.0	879.0	4866.0	2508.0	3094.0	1771.0	3397.0	634.0	1552.0	1271.0	771.0	1311.0	1199.0	4071.0	1141.0	4756.0	4018.0	822.0	5612.0	6404.0	4789.0	3405.0	3317.0	294.0	460.0	303.0	2620.0	82546.8	1091053.0	1590221.25315
PPMI_3555_MR_MPRAGE_GRAPPA_	1096.0	595.0	2243.0	2328.0	358.0	3681.0	6771.0	3815.0	1092.0	6860.0	3622.0	3464.0	2563.0	4377.0	715.0	1968.0	1621.0	988.0	1877.0	1892.0	4476.0	1355.0	6285.0	4291.0	542.0	6910.0	9351.0	6651.0	4726.0	4184.0	339.0	431.0	493.0	3272.0	105226.0	1426171.0	1899452.03295
PPMI_3563_MR_MPRAGE_GRAPPA_	905.0	1054.0	2788.0	1534.0	438.0	3593.0	4712.0	3206.0	1027.0	4329.0	2773.0	3368.0	2096.0	3127.0	584.0	1626.0	1468.0	865.0	1506.0	1388.0	3773.0	1383.0	5483.0	4285.0	923.0	7145.0	8441.0	5191.0	4159.0	3341.0	324.0	506.0	367.0	2872.0	90568.4	1162870.0	1675445.76666
PPMI_3565_MR_MPRAGE_GRAPPA_	1059.0	813.0	2471.0	2295.0	411.0	4027.0	5486.0	3243.0	1094.0	5706.0	3002.0	3858.0	2236.0	4128.0	755.0	1736.0	1642.0	1019.0	1705.0	2129.0	4002.0	1590.0	5275.0	4195.0	588.0	6575.0	8313.0	5002.0	3918.0	4281.0	339.0	451.0	313.0	2643.0	96296.6	1267194.0	1799833.27334
PPMI_3569_MR_MPRAGE_GRAPPA_	813.0	506.0	1876.0	1500.0	475.0	3226.0	4586.0	2996.0	886.0	4772.0	2339.0	2997.0	1697.0	3030.0	724.0	1582.0	1222.0	728.0	1320.0	1367.0	4278.0	1064.0	4590.0	3636.0	455.0	4774.0	6422.0	5026.0	3627.0	3361.0	271.0	438.0	326.0	2633.0	79539.1	1025566.0	1393666.35787
PPMI_3570_MR_MPRAGE_GRAPPA_	1035.0	722.0	2056.0	2122.0	544.0	3316.0	6292.0	3752.0	1202.0	5671.0	3356.0	4023.0	2390.0	3901.0	806.0	1978.0	1428.0	937.0	2016.0	2594.0	4129.0	1274.0	5279.0	4665.0	821.0	8128.0	8589.0	6074.0	3929.0	4051.0	328.0	669.0	388.0	2497.0	100956.0	1327604.0	1960578.77585
PPMI_3571_MR_MPRAGE_GRAPPA_	1010.0	686.0	3205.0	2107.0	469.0	3607.0	6730.0	3997.0	1203.0	5850.0	3244.0	3968.0	2247.0	4578.0	819.0	1894.0	1547.0	905.0	1643.0	2021.0	4235.0	1381.0	5885.0	4165.0	771.0	5900.0	8221.0	5611.0	4177.0	4714.0	388.0	546.0	341.0	2420.0	100486.0	1292374.0	1804793.45372
PPMI_3572_MR_MPRAGE_GRAPPA_	881.0	619.0	1941.0	1437.0	412.0	2968.0	4909.0	3115.0	791.0	4314.0	2623.0	3140.0	1893.0	3406.0	610.0	1512.0	1289.0	825.0	1746.0	1339.0	3553.0	1083.0	4908.0	3884.0	618.0	4902.0	7553.0	5117.0	3652.0	3413.0	244.0	482.0	321.0	2482.0	81975.9	1008714.0	1323411.34991
PPMI_3600_MR_SAG_T1_3D	968.0	651.0	2091.0	1881.0	442.0	2879.0	5593.0	3592.0	786.0	4832.0	2285.0	3467.0	1756.0	3369.0	627.0	1669.0	1196.0	805.0	1453.0	1675.0	3683.0	1175.0	4912.0	3253.0	646.0	6252.0	7670.0	4809.0	3722.0	4214.0	327.0	376.0	326.0	2621.0	85924.4	1142085.0	1474467.61131
PPMI_3610_MR_SAG_T1_3D	852.0	504.0	2534.0	1352.0	517.0	3324.0	4664.0	3362.0	881.0	4317.0	3006.0	2891.0	2113.0	3790.0	624.0	1599.0	1474.0	932.0	1428.0	1294.0	3996.0	1260.0	4919.0	3542.0	543.0	6071.0	7092.0	5214.0	4030.0	3959.0	327.0	480.0	355.0	2366.0	85606.4	1167892.0	1579364.1832
PPMI_3611_MR_SAG_T1_3D	1115.0	537.0	2331.0	1735.0	352.0	2807.0	5575.0	2931.0	1071.0	5062.0	2764.0	3855.0	2100.0	3606.0	618.0	1376.0	1558.0	766.0	1933.0	1956.0	3692.0	1202.0	4459.0	4470.0	468.0	6126.0	6513.0	5682.0	3751.0	3421.0	270.0	398.0	351.0	2465.0	87315.4	1202321.0	1581536.14909
PPMI_3613_MR_SAG_T1_3D	929.0	710.0	2174.0	1453.0	331.0	2441.0	5516.0	2992.0	920.0	4708.0	2550.0	3110.0	2079.0	3379.0	543.0	1328.0	1633.0	728.0	1652.0	1351.0	3717.0	1283.0	4959.0	3453.0	467.0	4593.0	6633.0	4634.0	3715.0	3642.0	300.0	407.0	328.0	2328.0	80980.5	1146087.0	1509148.08569
PPMI_3614_MR_SAG_T1_3D	918.0	647.0	1742.0	1551.0	499.0	2923.0	4286.0	3069.0	1001.0	4558.0	2288.0	3673.0	2077.0	3448.0	660.0	1381.0	1226.0	685.0	1369.0	1898.0	3636.0	1028.0	4558.0	3402.0	428.0	4429.0	5990.0	4227.0	3492.0	3522.0	284.0	463.0	301.0	2157.0	77816.6	1075661.0	1466603.47211
PPMI_3615_MR_SAG_T1_3D	911.0	1373.0	3119.0	1828.0	426.0	3505.0	6292.0	4218.0	1038.0	5929.0	2599.0	3616.0	2143.0	4130.0	789.0	1998.0	1621.0	779.0	1941.0	1680.0	4662.0	1457.0	5713.0	5435.0	953.0	6989.0	8332.0	6672.0	4134.0	4257.0	377.0	477.0	322.0	3137.0	102843.0	1344510.0	1811209.39455
PPMI_3620_MR_SAG_T1_3D	987.0	821.0	1708.0	1480.0	260.0	3273.0	4866.0	3177.0	680.0	4423.0	2366.0	2917.0	2040.0	3233.0	652.0	1525.0	1092.0	682.0	1262.0	1472.0	3625.0	1116.0	4435.0	3747.0	539.0	5365.0	5909.0	5744.0	3248.0	3626.0	257.0	455.0	295.0	1929.0	79200.2	1127888.0	1567552.47491
PPMI_3624_MR_SAG_T1_3D	798.0	627.0	1806.0	2014.0	576.0	3187.0	5773.0	4007.0	1015.0	5247.0	2465.0	3180.0	2144.0	3698.0	595.0	1463.0	1168.0	781.0	1505.0	1988.0	5000.0	1140.0	5443.0	3847.0	523.0	5603.0	7317.0	5076.0	3707.0	4049.0	304.0	438.0	322.0	2479.0	89259.7	1249764.0	1710230.18307
PPMI_3627_MR_SAG_T1_3D	882.0	1006.0	1767.0	1770.0	351.0	3502.0	5421.0	3257.0	941.0	5679.0	3326.0	3770.0	2421.0	3158.0	649.0	1325.0	1122.0	1048.0	1492.0	1724.0	4008.0	1208.0	4788.0	4547.0	757.0	6741.0	6914.0	5555.0	3968.0	4144.0	356.0	487.0	437.0	2618.0	91125.4	1281133.0	1719083.96892
